case_id,event_id,activity,resource_id,machine_id,product_family,start_ts,end_ts,cycle_time_min,waiting_time_min,queue_before,wip_before,shift,defect_flag,rework_flag,bottleneck_flag,delay_flag,waste_label
ORD-00003,EV-00003-05,Functional Testing,Tester_1,TEST_01,C,2026-01-13 22:47:20.364593361,2026-01-13 23:00:53.704504530,13.556,20.006,1,3,Morning,0,0,1,1,Waiting
ORD-00003,EV-00003-06,Packaging,Operator_D,PACK_01,C,2026-01-13 23:10:30.432663186,2026-01-13 23:17:11.633422846,6.687,9.612,2,2,Morning,0,0,0,0,Overprocessing
ORD-00003,EV-00003-07,Release,Clerk_1,REL_01,C,2026-01-13 23:22:46.874897377,2026-01-13 23:25:22.108181086,2.587,5.587,0,5,Morning,0,0,0,0,Inventory
ORD-00004,EV-00004-01,Cutting,Operator_A,CNC_01,B,2026-01-15 05:10:47.285678725,2026-01-15 05:18:40.604148942,7.889,2.788,1,1,Morning,0,0,0,0,Overprocessing
ORD-00004,EV-00004-02,Machining,Operator_B,CNC_02,B,2026-01-15 05:22:19.128520756,2026-01-15 05:34:49.982343885,12.514,3.642,0,2,Morning,0,0,0,0,Transportation
ORD-00004,EV-00004-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-15 05:56:46.465973403,2026-01-15 06:02:51.766930462,6.088,21.941,9,9,Morning,0,0,1,1,Waiting
ORD-00004,EV-00004-04,Assembly,Operator_C,ASM_01,B,2026-01-15 06:43:38.964748899,2026-01-15 06:55:02.951809706,11.4,40.787,8,10,Morning,0,0,1,1,Waiting
ORD-00004,EV-00004-05,Functional Testing,Tester_1,TEST_01,B,2026-01-15 07:22:52.129818439,2026-01-15 07:28:06.786392149,5.244,27.82,6,12,Morning,0,0,1,1,Waiting
ORD-00004,EV-00004-06,Packaging,Operator_D,PACK_01,B,2026-01-15 07:37:45.626360236,2026-01-15 07:44:19.302181633,6.561,9.647,2,2,Morning,0,0,0,0,Overprocessing
ORD-00004,EV-00004-07,Release,Clerk_1,REL_01,B,2026-01-15 07:49:14.872602505,2026-01-15 07:51:47.872331595,2.55,4.926,3,4,Morning,0,0,0,0,Waiting
ORD-00005,EV-00005-01,Cutting,Operator_A,CNC_01,B,2026-01-25 18:12:19.382979826,2026-01-25 18:17:52.574263694,5.553,8.323,3,4,Afternoon,0,0,0,0,Inventory
ORD-00005,EV-00005-02,Machining,Operator_B,CNC_02,B,2026-01-25 18:32:59.756636004,2026-01-25 18:43:38.386710666,10.644,15.12,1,5,Afternoon,1,0,0,1,Defects
ORD-00005,EV-00005-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-25 18:52:37.058234445,2026-01-25 18:58:28.725148462,5.861,8.978,2,5,Afternoon,0,0,0,0,Waiting
ORD-00005,EV-00005-04,Assembly,Operator_C,ASM_01,B,2026-01-25 19:41:16.898017606,2026-01-25 19:54:55.550867451,13.644,42.803,15,18,Afternoon,0,0,1,1,Waiting
ORD-00005,EV-00005-05,Functional Testing,Tester_1,TEST_01,B,2026-01-25 21:03:10.136474082,2026-01-25 21:17:18.324226988,14.136,68.243,20,20,Afternoon,0,0,1,1,Waiting
ORD-00005,EV-00005-RW,Rework,Rework_Team,RW_01,B,2026-01-25 21:30:10.390752714,2026-01-25 21:39:33.886248960,9.392,12.868,7,5,Afternoon,0,1,0,0,Defects
ORD-00005,EV-00005-06,Packaging,Operator_D,PACK_01,B,2026-01-25 21:49:08.603775389,2026-01-25 21:56:34.328184836,7.429,9.579,3,3,Afternoon,0,0,0,0,Defects
ORD-00005,EV-00005-07,Release,Clerk_1,REL_01,B,2026-01-25 22:04:54.759376406,2026-01-25 22:08:21.189177503,3.44,8.341,3,5,Afternoon,0,0,0,0,Transportation
ORD-00006,EV-00006-01,Cutting,Operator_A,CNC_01,C,2026-01-01 19:20:42.224754862,2026-01-01 19:29:03.124644553,8.348,3.704,0,0,Afternoon,0,0,0,0,Waiting
ORD-00006,EV-00006-02,Machining,Operator_B,CNC_02,C,2026-01-01 19:37:46.486621692,2026-01-01 19:49:04.321758467,11.297,8.723,2,5,Afternoon,0,0,0,0,Transportation
ORD-00006,EV-00006-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-01 20:03:54.639112098,2026-01-01 20:11:45.194032685,7.843,14.839,4,4,Afternoon,0,0,0,0,Motion
ORD-00006,EV-00006-04,Assembly,Operator_C,ASM_01,C,2026-01-01 20:49:07.636607579,2026-01-01 21:02:55.460781024,13.797,37.374,7,19,Afternoon,0,0,1,1,Waiting
ORD-00006,EV-00006-05,Functional Testing,Tester_1,TEST_01,C,2026-01-01 21:18:35.844781392,2026-01-01 21:33:58.340416789,15.375,15.673,2,8,Afternoon,0,0,0,1,Waiting
ORD-00006,EV-00006-06,Packaging,Operator_D,PACK_01,C,2026-01-01 21:48:43.034351260,2026-01-01 21:56:13.944431308,7.515,14.745,6,6,Afternoon,0,0,0,0,Transportation
ORD-00006,EV-00006-07,Release,Clerk_1,REL_01,C,2026-01-01 22:00:06.328759253,2026-01-01 22:03:39.656596877,3.555,3.873,0,4,Afternoon,0,0,0,0,Inventory
ORD-00007,EV-00007-01,Cutting,Operator_A,CNC_01,C,2026-01-14 01:38:26.061552395,2026-01-14 01:47:05.711720248,8.661,8.434,4,4,Afternoon,0,0,0,0,Defects
ORD-00007,EV-00007-02,Machining,Operator_B,CNC_02,C,2026-01-14 01:54:43.342545997,2026-01-14 02:07:59.853485074,13.275,7.627,2,4,Afternoon,0,0,0,0,Waiting
ORD-00007,EV-00007-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-14 02:20:58.346810368,2026-01-14 02:26:03.075023887,5.079,12.975,4,4,Afternoon,0,0,0,0,Inventory
ORD-00007,EV-00007-04,Assembly,Operator_C,ASM_01,C,2026-01-14 02:37:45.855128692,2026-01-14 02:54:33.045119420,16.786,11.713,3,6,Afternoon,0,0,1,0,Inventory
ORD-00007,EV-00007-05,Functional Testing,Tester_1,TEST_01,C,2026-01-14 04:08:48.798725716,2026-01-14 04:24:20.553235470,15.529,74.263,17,29,Afternoon,0,0,1,1,Waiting
ORD-00007,EV-00007-06,Packaging,Operator_D,PACK_01,C,2026-01-14 04:37:42.969056898,2026-01-14 04:44:32.666219930,6.828,13.374,1,1,Afternoon,0,0,0,0,Motion
ORD-00007,EV-00007-07,Release,Clerk_1,REL_01,C,2026-01-14 04:47:48.997934641,2026-01-14 04:51:42.248499745,3.888,3.272,1,2,Afternoon,0,0,0,0,Transportation
ORD-00008,EV-00008-01,Cutting,Operator_A,CNC_01,B,2026-02-13 14:22:16.640130597,2026-02-13 14:28:25.324392210,6.145,6.277,0,5,Afternoon,0,0,0,0,Transportation
ORD-00008,EV-00008-02,Machining,Operator_B,CNC_02,B,2026-02-13 14:37:08.022932634,2026-02-13 14:46:35.420057421,9.457,8.712,1,4,Afternoon,0,0,0,0,Waiting
ORD-00008,EV-00008-03,Initial Inspection,Inspector_1,INS_01,B,2026-02-13 14:52:56.812923312,2026-02-13 14:57:31.106939281,4.572,6.357,2,2,Afternoon,0,0,0,0,Waiting
ORD-00008,EV-00008-04,Assembly,Operator_C,ASM_01,B,2026-02-13 15:09:39.377288947,2026-02-13 15:21:22.150725219,11.713,12.138,2,2,Afternoon,0,0,0,0,Overprocessing
ORD-00008,EV-00008-05,Functional Testing,Tester_1,TEST_01,B,2026-02-13 15:42:12.493282248,2026-02-13 15:56:03.005637539,13.842,20.839,5,6,Afternoon,0,0,1,1,Waiting
ORD-00008,EV-00008-06,Packaging,Operator_D,PACK_01,B,2026-02-13 16:05:36.406082445,2026-02-13 16:12:14.244706032,6.631,9.557,0,3,Afternoon,0,0,0,0,Inventory
ORD-00008,EV-00008-07,Release,Clerk_1,REL_01,B,2026-02-13 16:19:37.545733603,2026-02-13 16:22:33.766778233,2.937,7.388,1,6,Afternoon,0,0,0,0,Overprocessing
ORD-00009,EV-00009-01,Cutting,Operator_A,CNC_01,B,2026-01-14 14:16:24.250657144,2026-01-14 14:24:02.086471846,7.631,7.404,0,4,Afternoon,0,0,0,0,Motion
ORD-00009,EV-00009-02,Machining,Operator_B,CNC_02,B,2026-01-14 14:34:08.912387733,2026-01-14 14:44:33.914131237,10.417,10.114,3,3,Afternoon,0,0,0,0,Transportation
ORD-00009,EV-00009-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-14 14:57:11.851838850,2026-01-14 15:02:25.824032999,5.233,12.632,1,4,Afternoon,0,0,0,0,Waiting
ORD-00009,EV-00009-04,Assembly,Operator_C,ASM_01,B,2026-01-14 15:22:17.165213904,2026-01-14 15:38:24.175677164,16.117,19.856,9,9,Afternoon,0,0,1,1,Waiting
ORD-00009,EV-00009-05,Functional Testing,Tester_1,TEST_01,B,2026-01-14 15:45:31.546038028,2026-01-14 15:54:44.884111117,9.222,7.123,3,3,Afternoon,0,0,0,0,Inventory
ORD-00009,EV-00009-06,Packaging,Operator_D,PACK_01,B,2026-01-14 16:08:33.013923857,2026-01-14 16:14:34.588203555,6.026,13.802,0,9,Afternoon,0,0,0,0,Defects
ORD-00009,EV-00009-07,Release,Clerk_1,REL_01,B,2026-01-14 16:20:41.263996167,2026-01-14 16:24:01.772036963,3.342,6.111,0,2,Afternoon,0,0,0,0,Waiting
ORD-00010,EV-00010-01,Cutting,Operator_A,CNC_01,A,2026-01-10 23:43:01.196783675,2026-01-10 23:49:55.144886281,6.899,4.02,1,1,Afternoon,0,0,0,0,Transportation
ORD-00010,EV-00010-02,Machining,Operator_B,CNC_02,A,2026-01-10 23:54:01.895852415,2026-01-11 00:03:07.350108195,9.091,4.113,0,7,Afternoon,0,0,0,0,Overprocessing
ORD-00010,EV-00010-03,Initial Inspection,Inspector_1,INS_01,A,2026-01-11 00:10:52.101887912,2026-01-11 00:15:00.722594876,4.144,7.746,1,4,Afternoon,0,0,0,0,Overprocessing
ORD-00010,EV-00010-04,Assembly,Operator_C,ASM_01,A,2026-01-11 00:31:10.588616453,2026-01-11 00:43:22.325636704,12.196,16.164,3,6,Afternoon,0,0,0,1,Waiting
ORD-00010,EV-00010-05,Functional Testing,Tester_1,TEST_01,A,2026-01-11 01:16:18.050147485,2026-01-11 01:24:22.037392919,8.066,32.929,10,10,Afternoon,0,0,1,1,Waiting
ORD-00010,EV-00010-06,Packaging,Operator_D,PACK_01,A,2026-01-11 01:34:19.228668051,2026-01-11 01:39:43.131063506,5.398,9.953,4,6,Afternoon,0,0,0,0,Overprocessing
ORD-00010,EV-00010-07,Release,Clerk_1,REL_01,A,2026-01-11 01:45:20.505837336,2026-01-11 01:47:28.767776079,2.138,5.623,3,3,Afternoon,0,0,0,0,Waiting
ORD-00011,EV-00011-01,Cutting,Operator_A,CNC_01,A,2026-02-06 03:47:15.101915121,2026-02-06 03:53:28.927968335,6.23,5.252,2,4,Afternoon,0,0,0,0,Inventory
ORD-00011,EV-00011-02,Machining,Operator_B,CNC_02,A,2026-02-06 03:57:12.984911923,2026-02-06 04:07:19.888912169,10.115,3.734,3,3,Afternoon,0,0,0,0,Overprocessing
ORD-00011,EV-00011-03,Initial Inspection,Inspector_1,INS_01,A,2026-02-06 04:24:53.258056357,2026-02-06 04:29:39.513624182,4.771,17.556,6,6,Afternoon,0,0,0,1,Waiting
ORD-00011,EV-00011-04,Assembly,Operator_C,ASM_01,A,2026-02-06 04:41:39.919851295,2026-02-06 04:56:48.504083731,15.143,12.007,2,4,Afternoon,0,0,0,0,Inventory
ORD-00011,EV-00011-05,Functional Testing,Tester_1,TEST_01,A,2026-02-06 05:01:08.008408603,2026-02-06 05:10:41.767670763,9.563,4.325,1,3,Afternoon,0,0,0,0,Motion
ORD-00011,EV-00011-06,Packaging,Operator_D,PACK_01,A,2026-02-06 05:19:13.658580483,2026-02-06 05:24:09.367299723,4.928,8.532,2,8,Afternoon,0,0,0,0,Defects
ORD-00011,EV-00011-07,Release,Clerk_1,REL_01,A,2026-02-06 05:29:00.102167639,2026-02-06 05:30:48.407697973,1.805,4.846,0,2,Afternoon,0,0,0,0,Inventory
ORD-00012,EV-00012-01,Cutting,Operator_A,CNC_01,C,2026-01-07 01:28:29.711974572,2026-01-07 01:36:07.243540114,7.626,7.495,1,3,Morning,0,0,0,0,Motion
ORD-00012,EV-00012-02,Machining,Operator_B,CNC_02,C,2026-01-07 01:50:01.727054068,2026-01-07 01:59:39.625864880,9.632,13.908,2,6,Morning,0,0,0,0,Inventory
ORD-00012,EV-00012-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-07 02:11:03.882856810,2026-01-07 02:16:33.165326075,5.488,11.404,4,4,Morning,0,0,0,0,Overprocessing
ORD-00012,EV-00012-04,Assembly,Operator_C,ASM_01,C,2026-01-07 02:57:17.535835323,2026-01-07 03:13:23.444896798,16.098,40.74,10,10,Morning,0,0,1,1,Waiting
ORD-00012,EV-00012-05,Functional Testing,Tester_1,TEST_01,C,2026-01-07 03:42:32.120795004,2026-01-07 03:54:06.055231253,11.566,29.145,1,10,Morning,1,0,1,1,Defects
ORD-00012,EV-00012-06,Packaging,Operator_D,PACK_01,C,2026-01-07 04:00:21.998704609,2026-01-07 04:08:40.154179145,8.303,6.266,4,4,Morning,0,0,0,0,Defects
ORD-00012,EV-00012-07,Release,Clerk_1,REL_01,C,2026-01-07 04:11:56.605501495,2026-01-07 04:13:45.142179692,1.809,3.274,1,1,Morning,0,0,0,0,Waiting
ORD-00013,EV-00013-01,Cutting,Operator_A,CNC_01,C,2026-02-01 17:10:54.096303606,2026-02-01 17:18:47.652214980,7.893,5.902,2,2,Morning,0,0,0,0,Motion
ORD-00013,EV-00013-02,Machining,Operator_B,CNC_02,C,2026-02-01 17:41:04.620353845,2026-02-01 17:50:12.899452564,9.138,22.283,1,10,Morning,0,0,1,1,Waiting
ORD-00013,EV-00013-03,Initial Inspection,Inspector_1,INS_01,C,2026-02-01 18:07:57.011367229,2026-02-01 18:12:39.226205792,4.704,17.735,5,5,Morning,0,0,0,1,Waiting
ORD-00013,EV-00013-04,Assembly,Operator_C,ASM_01,C,2026-02-01 18:22:10.779143828,2026-02-01 18:39:41.788423676,17.517,9.526,1,3,Morning,0,0,0,0,Waiting
ORD-00013,EV-00013-05,Functional Testing,Tester_1,TEST_01,C,2026-02-01 18:57:07.455080900,2026-02-01 19:11:48.593939060,14.686,17.428,2,8,Morning,0,0,1,1,Waiting
ORD-00013,EV-00013-06,Packaging,Operator_D,PACK_01,C,2026-02-01 19:20:53.685288000,2026-02-01 19:26:50.961450465,5.955,9.085,2,5,Morning,0,0,0,0,Waiting
ORD-00013,EV-00013-07,Release,Clerk_1,REL_01,C,2026-02-01 19:32:53.798918080,2026-02-01 19:36:38.480321683,3.745,6.047,1,5,Morning,0,0,0,0,Motion
ORD-00014,EV-00014-01,Cutting,Operator_A,CNC_01,B,2026-02-14 19:40:24.400941648,2026-02-14 19:48:11.317592103,7.782,3.407,0,2,Afternoon,0,0,0,0,Inventory
ORD-00014,EV-00014-02,Machining,Operator_B,CNC_02,B,2026-02-14 19:51:59.207056613,2026-02-14 20:02:10.433177648,10.187,3.798,2,4,Afternoon,0,0,0,0,Inventory
ORD-00014,EV-00014-03,Initial Inspection,Inspector_1,INS_01,B,2026-02-14 20:11:14.820710200,2026-02-14 20:16:44.128221416,5.488,9.073,3,5,Afternoon,0,0,0,0,Inventory
ORD-00014,EV-00014-04,Assembly,Operator_C,ASM_01,B,2026-02-14 20:35:42.651599548,2026-02-14 20:44:53.197478173,9.176,18.975,6,11,Afternoon,0,0,1,1,Waiting
ORD-00014,EV-00014-05,Functional Testing,Tester_1,TEST_01,B,2026-02-14 21:03:41.628047469,2026-02-14 21:20:24.711923428,16.718,18.807,5,5,Afternoon,0,0,1,1,Waiting
ORD-00014,EV-00014-06,Packaging,Operator_D,PACK_01,B,2026-02-14 21:23:27.497261471,2026-02-14 21:27:55.967935513,4.475,3.046,0,2,Afternoon,0,0,0,0,Transportation
ORD-00014,EV-00014-07,Release,Clerk_1,REL_01,B,2026-02-14 21:30:08.351565132,2026-02-14 21:32:55.187428389,2.781,2.206,0,3,Afternoon,0,0,0,0,Overprocessing
ORD-00015,EV-00015-01,Cutting,Operator_A,CNC_01,C,2026-01-15 05:56:32.612643341,2026-01-15 06:04:27.755743094,7.919,6.544,3,3,Morning,0,0,0,0,Overprocessing
ORD-00015,EV-00015-02,Machining,Operator_B,CNC_02,C,2026-01-15 06:10:57.284487923,2026-01-15 06:20:57.528343207,10.004,6.492,0,7,Morning,0,0,0,0,Motion
ORD-00015,EV-00015-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-15 06:44:44.764790824,2026-01-15 06:50:19.368898832,5.577,23.787,5,6,Morning,0,0,1,1,Waiting
ORD-00015,EV-00015-04,Assembly,Operator_C,ASM_01,C,2026-01-15 07:13:10.302489415,2026-01-15 07:31:31.128407519,18.347,22.849,4,10,Morning,0,0,1,1,Waiting
ORD-00015,EV-00015-05,Functional Testing,Tester_1,TEST_01,C,2026-01-15 08:50:44.031994563,2026-01-15 09:01:04.333173668,10.338,79.215,29,32,Morning,0,0,1,1,Waiting
ORD-00015,EV-00015-06,Packaging,Operator_D,PACK_01,C,2026-01-15 09:05:52.955917083,2026-01-15 09:13:48.902093585,7.932,4.81,1,3,Morning,0,0,0,0,Defects
ORD-00015,EV-00015-07,Release,Clerk_1,REL_01,C,2026-01-15 09:15:34.937424167,2026-01-15 09:18:40.170882513,3.087,1.767,1,1,Morning,0,0,0,0,Motion
ORD-00016,EV-00016-01,Cutting,Operator_A,CNC_01,A,2026-02-12 08:49:26.465384398,2026-02-12 08:57:05.650431036,7.653,5.441,0,7,Afternoon,0,0,0,0,Inventory
ORD-00016,EV-00016-02,Machining,Operator_B,CNC_02,A,2026-02-12 09:03:12.469716784,2026-02-12 09:10:52.861723220,7.673,6.114,3,3,Afternoon,0,0,0,0,Motion
ORD-00016,EV-00016-03,Initial Inspection,Inspector_1,INS_01,A,2026-02-12 09:22:28.129445698,2026-02-12 09:25:08.954537345,2.68,11.588,2,6,Afternoon,0,0,0,0,Defects
ORD-00016,EV-00016-04,Assembly,Operator_C,ASM_01,A,2026-02-12 09:45:30.535437091,2026-02-12 09:58:12.080009504,12.692,20.36,3,10,Afternoon,0,0,1,1,Waiting
ORD-00016,EV-00016-05,Functional Testing,Tester_1,TEST_01,A,2026-02-12 11:11:59.430189991,2026-02-12 11:22:21.385151544,10.366,73.789,13,22,Afternoon,0,0,1,1,Waiting
ORD-00016,EV-00016-06,Packaging,Operator_D,PACK_01,A,2026-02-12 11:28:18.202964240,2026-02-12 11:33:59.995441705,5.697,5.947,6,6,Afternoon,0,0,0,0,Defects
ORD-00016,EV-00016-07,Release,Clerk_1,REL_01,A,2026-02-12 11:39:23.117921256,2026-02-12 11:42:11.261368670,2.802,5.385,2,6,Afternoon,0,0,0,0,Waiting
ORD-00017,EV-00017-01,Cutting,Operator_A,CNC_01,B,2026-01-20 16:25:30.864841231,2026-01-20 16:33:44.248442250,8.223,2.514,1,2,Night,0,0,0,0,Inventory
ORD-00017,EV-00017-02,Machining,Operator_B,CNC_02,B,2026-01-20 16:39:35.615329710,2026-01-20 16:51:00.787800236,11.42,5.856,2,3,Night,0,0,0,0,Waiting
ORD-00017,EV-00017-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-20 17:07:02.823350875,2026-01-20 17:12:42.726432702,5.665,16.034,2,6,Night,0,0,0,1,Waiting
ORD-00017,EV-00017-04,Assembly,Operator_C,ASM_01,B,2026-01-20 17:15:52.538473772,2026-01-20 17:27:53.137889355,12.01,3.164,0,3,Night,0,0,0,0,Overprocessing
ORD-00017,EV-00017-05,Functional Testing,Tester_1,TEST_01,B,2026-01-20 17:59:52.279565858,2026-01-20 18:14:18.147012806,14.431,31.986,7,15,Night,0,0,1,1,Waiting
ORD-00017,EV-00017-06,Packaging,Operator_D,PACK_01,B,2026-01-20 18:20:48.161344885,2026-01-20 18:27:53.946627622,7.096,6.5,1,2,Night,0,0,0,0,Motion
ORD-00017,EV-00017-07,Release,Clerk_1,REL_01,B,2026-01-20 18:32:16.858576729,2026-01-20 18:35:54.414219950,3.626,4.382,2,2,Night,0,0,0,0,Overprocessing
ORD-00018,EV-00018-01,Cutting,Operator_A,CNC_01,B,2026-01-16 18:15:33.490738488,2026-01-16 18:23:40.868739109,8.123,3.558,2,3,Afternoon,0,0,0,0,Defects
ORD-00018,EV-00018-02,Machining,Operator_B,CNC_02,B,2026-01-16 18:36:09.995983600,2026-01-16 18:46:20.825749168,10.18,12.485,6,9,Afternoon,0,0,0,0,Transportation
ORD-00018,EV-00018-03,Initial Inspection,Inspector_1,INS_01,B,2026-01-16 18:54:24.491390708,2026-01-16 18:59:49.875272342,5.423,8.061,4,4,Afternoon,0,0,0,0,Inventory
ORD-00018,EV-00018-04,Assembly,Operator_C,ASM_01,B,2026-01-16 19:35:29.703559097,2026-01-16 19:48:10.312461377,12.677,35.664,6,10,Afternoon,0,0,1,1,Waiting
ORD-00018,EV-00018-05,Functional Testing,Tester_1,TEST_01,B,2026-01-16 19:57:40.846893384,2026-01-16 20:10:15.260673012,12.574,9.509,2,3,Afternoon,0,0,0,0,Defects
ORD-00018,EV-00018-06,Packaging,Operator_D,PACK_01,B,2026-01-16 20:17:35.642408108,2026-01-16 20:23:29.586110205,5.899,7.34,3,5,Afternoon,0,0,0,0,Waiting
ORD-00018,EV-00018-07,Release,Clerk_1,REL_01,B,2026-01-16 20:27:15.433134758,2026-01-16 20:29:26.752549864,2.189,3.764,0,2,Afternoon,0,0,0,0,Motion
ORD-00019,EV-00019-01,Cutting,Operator_A,CNC_01,C,2026-01-21 01:12:16.505627761,2026-01-21 01:21:09.370815324,8.881,1.275,1,1,Afternoon,0,0,0,0,Inventory
ORD-00019,EV-00019-02,Machining,Operator_B,CNC_02,C,2026-01-21 01:28:42.641904095,2026-01-21 01:38:09.717162191,9.451,7.555,0,5,Afternoon,0,0,0,0,Waiting
ORD-00019,EV-00019-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-21 02:04:56.763957345,2026-01-21 02:11:21.321179438,6.409,26.784,6,11,Afternoon,0,0,1,1,Waiting
ORD-00019,EV-00019-04,Assembly,Operator_C,ASM_01,C,2026-01-21 02:28:47.166831305,2026-01-21 02:41:34.388894866,12.787,17.431,4,6,Afternoon,1,0,0,1,Defects
ORD-00019,EV-00019-05,Functional Testing,Tester_1,TEST_01,C,2026-01-21 02:45:14.310726911,2026-01-21 02:58:16.071039183,13.029,3.665,1,2,Afternoon,0,0,0,0,Overprocessing
ORD-00019,EV-00019-06,Packaging,Operator_D,PACK_01,C,2026-01-21 03:03:48.908805442,2026-01-21 03:09:06.778849888,5.298,5.547,3,3,Afternoon,0,0,0,0,Transportation
ORD-00019,EV-00019-07,Release,Clerk_1,REL_01,C,2026-01-21 03:11:07.422946790,2026-01-21 03:14:52.277112079,3.748,2.011,2,2,Afternoon,0,0,0,0,Transportation
ORD-00020,EV-00020-01,Cutting,Operator_A,CNC_01,C,2026-01-24 18:02:54.021185153,2026-01-24 18:10:31.277563417,7.621,9.9,4,4,Night,0,0,0,0,Defects
ORD-00020,EV-00020-02,Machining,Operator_B,CNC_02,C,2026-01-24 18:22:56.183925812,2026-01-24 18:32:32.609246976,9.607,12.415,0,4,Night,0,0,0,0,Motion
ORD-00020,EV-00020-03,Initial Inspection,Inspector_1,INS_01,C,2026-01-24 19:01:46.890563784,2026-01-24 19:08:17.045279620,6.503,29.238,6,11,Night,0,0,1,1,Waiting
ORD-00020,EV-00020-04,Assembly,Operator_C,ASM_01,C,2026-01-24 19:25:53.244114411,2026-01-24 19:42:21.085650665,16.464,17.603,5,5,Night,0,0,0,1,Waiting
ORD-00020,EV-00020-05,Functional Testing,Tester_1,TEST_01,C,2026-01-24 20:18:29.627362354,2026-01-24 20:31:19.343402938,12.829,36.142,6,12,Night,0,0,1,1,Waiting
